snippet,fallacy_detection,category,class
Cleaning up two-thirds of the worst toxic waste dumps.,0.0,0.0,0.0
You're asking.,0.0,0.0,0.0
In some respects this is a continuation of a process that began ten years ago all across eastern Europe and has only now arrived in Serbia.,0.0,0.0,0.0
There are 60 countries who have members of Al Qaida in them.,0.0,0.0,0.0
Not so.,0.0,0.0,0.0
"It's understandable that a Senator in the preliminary debates can make an irresponsible statement, or, maybe, an ill-advised statement.",1.0,0.0,0.0
"It's good for small businesses, good for owners.",0.0,0.0,0.0
Now that sounds to me a little bit different.,0.0,0.0,0.0
"And eliminated probably more quickly than our plan, but we wanted to be so conservative with it, that people would see how.",0.0,0.0,0.0
"But the most important thing to relieve the pressure on all of the armed forces is frankly to run a foreign policy that recognizes that America is strongest when we are working with real alliances, when we are sharing the burdens of the world by working through our statesmanship at the highest levels and our diplomacy to bring other nations to our side.",1.0,0.0,0.0
They promised they were going to put $2 trillion of the surplus aside from Social Security.,0.0,0.0,0.0
That was cleared away.,0.0,0.0,0.0
"Testing should be confidential, but we have to have a knowledge.",0.0,0.0,0.0
You have to be able to negotiate our trade deals.,0.0,0.0,0.0
The President shouldn't have vetoed that bill.,0.0,0.0,0.0
Nobody in the world agrees with our policy on Cuba now.,0.0,0.0,0.0
And I believe we're all children of the same God.,0.0,0.0,0.0
And I think it's important for us to make college affordable.,0.0,0.0,0.0
And we are now looking at a deficit of well over half a trillion dollars.,0.0,0.0,0.0
It does involve going after them online.,0.0,0.0,0.0
"Our general economy, our national economy, our mainstream economy is democratic, is based on incentives, a small ""d"" Al, it's capitalism and incentives for working and saving and investing and producing, and families and the things that really lead to progress up that ladder that we call ""The American Dream,"" but is what is really universal.",1.0,0.0,5.0
Guess where it's stuck?,0.0,0.0,0.0
"But it's also that his entire life he has never forgotten where he came from, coming from Scranton, fighting on behalf of working families, remembering what it's like to see his father lose his job and go through a downward spiral economically.",0.0,0.0,0.0
"The way you phrased the question, frankly I welcome because it shows, in fact, we are trying to pursue a balanced approach and the suggestion that somehow all we care about is energy development isn't true.",0.0,0.0,0.0
Let me just say this.,0.0,0.0,0.0
"Those are all things that we put in the Democratic platform for the first time this year, and I think that's where we can find some common ground, because nobody's pro-abortion.",0.0,0.0,0.0
"It has begun to decline, but it is still going up.",0.0,0.0,0.0
And I've said this to President Karzai.,0.0,0.0,0.0
"I think that by speaking clearly and doing what we say and not sending mixed messages, it is less likely we'll ever have to use troops.",0.0,0.0,0.0
It turned out to be a disaster.,0.0,0.0,0.0
But I think it ought to be one of our priorities to work with our European friends to convince them to put troops on the ground.,0.0,0.0,0.0
"I have just signed legislation to add to our ability to deal, along with our allies, with this terrorist problem.",0.0,0.0,0.0
What's in the best interests of our people?,0.0,0.0,0.0
I sold — while he was selling pillows and sheets — I sold tank busters to Ukraine.,1.0,1.0,2.0
We are not doing that today.,0.0,0.0,0.0
Let's get that straight right away.,0.0,0.0,0.0
"And I think Joe has asked me to serve with him because he knows that we share, we share a purpose, which is about lifting up the American people.",0.0,0.0,0.0
"I simply think it's wrong to take money away from programs that are helping build basic skills for kids, 90 percent of them are in the public schools; to take money away from programs that are helping fund the school lunch program, that are helping to fund the other programs, that are helping our schools to improve their standards.",0.0,0.0,0.0
"We're ahead in this competition, as Senator Kennedy, I think, has implied.",0.0,0.0,0.0
And I can prove it.,0.0,0.0,0.0
"I've been through the end of World War II, and the surprise beginning of Korea, to see how we -- it cost us more money because we overcut the defense budget in the first place.",0.0,0.0,0.0
"But I believe that the next Administration should work for a balanced budget, and that would be my intention.",0.0,0.0,0.0
"No, it's not settled.",0.0,0.0,0.0
My turn.,0.0,0.0,0.0
What's he say to Alexander Kwasniewski of Poland?,0.0,0.0,0.0
And the kinds of materials that were being peddled to our children.,0.0,0.0,0.0
"It only whets their appetite; and then the question comes, when do you stop them?",0.0,0.0,0.0
"What John Kerry said -- and it's just as clear as day to anybody who was listening -- he said: We will find terrorists where they are and kill them before they ever do harm to the American people, first.",0.0,0.0,0.0
He says he's for voluntary testing.,0.0,0.0,0.0
There's chaos in Iraq.,0.0,0.0,0.0
"In 1984, when he ran for the Senate he opposed, or called for the elimination of a great many major weapons systems that were crucial to winning the Cold War and are important today to our overall forces.",0.0,0.0,0.0
"After all, when you amend the Constitution, state legislatures must participate in the ratification of the Constitution.",0.0,0.0,0.0
Why shouldn't we have more reflection upon the issue before abor -- the decision of abortion is made.,0.0,0.0,0.0
But I'm all for NATO.,0.0,0.0,0.0
"Now, I said earlier that we are the strongest military, but we need to continue improving readiness and making sure that our military personnel are adequately paid and that the combination of their pay and their benefits and their retirement as veterans is comparable to the stiff competition that's coming in this strong economy from the private sector.",0.0,0.0,0.0
"I think you've done so well there, I want to keep you there.",0.0,0.0,0.0
We have five companies in phase three clinical trials.,0.0,0.0,0.0
"But she spent hundreds of millions of dollars on negative ads on me, many of which are absolutely untrue.",0.0,0.0,0.0
That has been their priority.,0.0,0.0,0.0
We are supposed to be operating under a U. N. resolution.,0.0,0.0,0.0
Name some more.,0.0,0.0,0.0
And we have maintained the sanctions.,0.0,0.0,0.0
"That's why in my speech to the Congress I said: There's an ""Axis of Evil,"" Iraq, Iran and North Korea, and we're paying attention to it.",0.0,0.0,0.0
We're starting from a very high rate.,0.0,0.0,0.0
"Now, the most important thing we can do is to make sure that we are creating jobs in this country.",0.0,0.0,0.0
The fact of the matter is the troops wouldn't have what they have today if you guys had had your way.,0.0,0.0,0.0
We don't have to settle for 23 million people struggling to find a good job.,0.0,0.0,0.0
This current campaign financing system has not reflected credit on anybody in either party.,0.0,0.0,0.0
I also think we should have frankly restrictions on assault weapons whose only purpose is to kill.,0.0,0.0,0.0
We should have never let ISIS happen in the first place.,0.0,0.0,0.0
"I remember the world with NATO, and the world of Point Four, and the world of the Marshall Plan, and the world of the Peace Corps.",0.0,0.0,0.0
"I remember being in a high school in my own state as we were organizing something we call the Governor's Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help. We're providing that young woman with help.",1.0,0.0,0.0
And now they say I'm immune.,0.0,0.0,0.0
Another one is to invest and save and to stimulate growth.,0.0,0.0,0.0
Savings accounts are losing money instead of gaining money.,0.0,0.0,0.0
I do not say that I have made the decisions.,0.0,0.0,0.0
"A rebuilding of the military, including Space Force and all of the other things.",0.0,0.0,0.0
"Now, not only oil and natural gas, which we've been investing in; but also, we've got to make sure we're building the energy source of the future, not just thinking about next year, but ten years from now, 20 years from now.",0.0,0.0,0.0
"That's the nature of the enemy, by the way.",0.0,0.0,0.0
"We have disagreed, I believe, on virtually every other issue.",0.0,0.0,0.0
Inflation.,0.0,0.0,0.0
That's what we ought to do at the federal level when it comes to grandfathered plants for utilities.,0.0,0.0,0.0
I supported them when they did so.,0.0,0.0,0.0
"Yeah, I appreciate that.",0.0,0.0,0.0
"But I'll also have a better plan of how we're going to deal with Iraq: training the Iraqi forces more rapidly, getting our allies back to the table with a fresh start, with new credibility, with a president whose judgment the rest of the world trusts.",0.0,0.0,0.0
Making sure that everyone has an even chance.,0.0,0.0,0.0
The fact of the matter is the plan is so complex that the ordinary American is never going to ever figure out what they even qualify for.,1.0,0.0,0.0
"So, yes, I told the American Legion National!",0.0,0.0,0.0
"And as we become a diverse society, we're going to have to deal with it more and more.",0.0,0.0,0.0
I've visited our fighting forces around the world.,0.0,0.0,0.0
