,dialogue_indexes,dialogue_sentences,dialogue,dialogue_id,dialogue_paths,snippet_indexes,snippet_sentences,snippet,snippet_paths,fallacy
518,"[683, 808, 809]","['Thank you for your question.', 'Off-road diesel engines -- we have reached an agreement to reduce pollution from off-road diesel engines by 90 percent.', ""I've got a plan to increase the wetlands by 3 million.""]",Thank you for your question. Off-road diesel engines -- we have reached an agreement to reduce pollution from off-road diesel engines by 90 percent. I've got a plan to increase the wetlands by 3 million.,31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/683.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/808.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/809.wav')]",[810],"[""We've got an aggressive brown field program to refurbish inner-city sore spots to useful pieces of property.""]",We've got an aggressive brown field program to refurbish inner-city sore spots to useful pieces of property.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/810.wav')],0
519,"[900, 901, 902]","[""It's good for small businesses, good for owners."", 'You own your own account.', 'You can save tax-free.']","It's good for small businesses, good for owners. You own your own account. You can save tax-free.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/900.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/901.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/902.wav')]",[903],['You get a catastrophic plan to help you on it.'],You get a catastrophic plan to help you on it.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/903.wav')],0
520,"[916, 919, 920]","[""And so when you're running up the taxes like that, you're taxing job creators, and that's not how you keep jobs here."", ""You can't stop all outsourcing, Charlie."", ""I've never promised that.""]","And so when you're running up the taxes like that, you're taxing job creators, and that's not how you keep jobs here. You can't stop all outsourcing, Charlie. I've never promised that.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/916.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/919.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/920.wav')]",[921],"[""I'm not going to, because that would be pandering.""]","I'm not going to, because that would be pandering.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/921.wav')],0
521,"[902, 903, 904]","['You can save tax-free.', 'You get a catastrophic plan to help you on it.', 'This is different from saying, ""OK, let me incent you to go on the government.""']","You can save tax-free. You get a catastrophic plan to help you on it. This is different from saying, ""OK, let me incent you to go on the government.""",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/902.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/903.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/904.wav')]","[905, 906]","[""He's talking about his plan to keep jobs here."", 'You know he calls it an outsourcing to keep -- stop outsourcing.']",He's talking about his plan to keep jobs here. You know he calls it an outsourcing to keep -- stop outsourcing.,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/905.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/906.wav')]",1
522,"[879, 880, 881]","[""Secondly, we're going to create a manufacturing jobs credit and a new jobs credit for people to be able to help hire and be more competitive here in America."", ""Third, what's really hurting American business more than anything else is the cost of health care."", ""Now, you didn't hear any plan from the president, because he doesn't have a plan to lower the cost of health care.""]","Secondly, we're going to create a manufacturing jobs credit and a new jobs credit for people to be able to help hire and be more competitive here in America. Third, what's really hurting American business more than anything else is the cost of health care. Now, you didn't hear any plan from the president, because he doesn't have a plan to lower the cost of health care.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/879.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/880.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/881.wav')]",[882],"['Five million Americans have lost their health care; 620,000 Missourians have no health care at all; 96,000 Missourians have lost their health care under President Bush.']","Five million Americans have lost their health care; 620,000 Missourians have no health care at all; 96,000 Missourians have lost their health care under President Bush.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/882.wav')],3
523,"[922, 923, 924]","[""You can't."", ""But what you can do is create a fair playing field, and that's what I'm talking about."", 'But let me just address what the president just said.']","You can't. But what you can do is create a fair playing field, and that's what I'm talking about. But let me just address what the president just said.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/922.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/923.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/924.wav')]","[925, 926, 927, 928, 929, 930]","[""Ladies and gentlemen, that's just not true what he said."", 'The Wall Street Journal said 96 percent of small businesses are not affected at all by my plan.', 'And you know why he gets that count?', ""The president got $84 from a timber company that owns, and he's counted as a small business."", ""Dick Cheney's counted as a small business."", ""That's how they do things.""]","Ladies and gentlemen, that's just not true what he said. The Wall Street Journal said 96 percent of small businesses are not affected at all by my plan. And you know why he gets that count? The president got $84 from a timber company that owns, and he's counted as a small business. Dick Cheney's counted as a small business. That's how they do things.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/925.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/926.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/927.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/928.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/929.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/930.wav')]",2
524,"[947, 948, 949]","[""I really don't think your rights are being watered down."", ""As a matter of fact, I wouldn't support it if I thought that."", 'Every action being taken against terrorists requires court order, requires scrutiny.']","I really don't think your rights are being watered down. As a matter of fact, I wouldn't support it if I thought that. Every action being taken against terrorists requires court order, requires scrutiny.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/947.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/948.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/949.wav')]",[950],"[""As a matter of fact, the tools now given to the terrorist fighters are the same tools that we've been using against drug dealers and white-collar criminals.""]","As a matter of fact, the tools now given to the terrorist fighters are the same tools that we've been using against drug dealers and white-collar criminals.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/950.wav')],0
525,"[972, 973, 974]","[""They've got people allowed to go into churches now and political meetings without any showing of potential criminal activity or otherwise."", 'Now, I voted for the Patriot Act.', 'Ninety-nine United States senators voted for it.']","They've got people allowed to go into churches now and political meetings without any showing of potential criminal activity or otherwise. Now, I voted for the Patriot Act. Ninety-nine United States senators voted for it.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/972.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/973.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/974.wav')]",[975],"[""And the president's been very busy running around the country using what I just described to you as a reason to say I'm wishy-washy, that I'm a flip-flopper.""]","And the president's been very busy running around the country using what I just described to you as a reason to say I'm wishy-washy, that I'm a flip-flopper.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/975.wav')],2
526,"[1059, 1060, 1061]","[""And he said the mark of a good judge, good justice, is that when you're reading their decision, their opinion, you can't tell if it's written by a man or woman, a liberal or a conservative, a Muslim, a Jew or a Christian."", ""You just know you're reading a good judicial decision."", 'What I want to find, if I am privileged to have the opportunity to do it -- and the Supreme Court of the United States is at stake in this race, ladies and gentlemen.']","And he said the mark of a good judge, good justice, is that when you're reading their decision, their opinion, you can't tell if it's written by a man or woman, a liberal or a conservative, a Muslim, a Jew or a Christian. You just know you're reading a good judicial decision. What I want to find, if I am privileged to have the opportunity to do it -- and the Supreme Court of the United States is at stake in this race, ladies and gentlemen.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1059.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1060.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1061.wav')]","[1062, 1063, 1064, 1065, 1066]","[""The future of things that matter to you -- in terms of civil rights, what kind of Justice Department you'll have, whether we'll enforce the law."", 'Will we have equal opportunity?', ""Will women's rights be protected?"", 'Will we have equal pay for women, which is going backwards?', ""Will a woman's right to choose be protected?""]","The future of things that matter to you -- in terms of civil rights, what kind of Justice Department you'll have, whether we'll enforce the law. Will we have equal opportunity? Will women's rights be protected? Will we have equal pay for women, which is going backwards? Will a woman's right to choose be protected?","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1062.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1063.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1064.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1065.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1066.wav')]",0
527,"[1073, 1074, 1075]","[""I'm a Catholic, raised a Catholic."", 'I was an altar boy.', 'Religion has been a huge part of my life.']","I'm a Catholic, raised a Catholic. I was an altar boy. Religion has been a huge part of my life.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1073.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1074.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1075.wav')]","[1077, 1078]","[""But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever."", ""I can't do that.""]","But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever. I can't do that.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1077.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/1078.wav')]",0
